SIPARIS_NO;PARA_BIRIMI;TOPLAM;TOPLAM_TRY
000000000002542;TL;39375;39375
000000000002542;TL;35000;35000
000000000002542;TL;35000;35000
S.ACM.GKÇ.000047;TL;35000;35000
S.ACM.GKÇ.000058;TL;31500;31500
S.ACM.GKÇ.000058;TL;25000;25000
S.ACM.GKÇ.000058;TL;31500;31500
S.ACM.GKÇ.000073;TL;31500;31500
S.ACM.GKÇ.000073;TL;35437.5;35437.5
S.ACM.GKÇ.000073;TL;25000;25000
S.ACM.GKÇ.000073;TL;25000;25000
S.ACM.GKÇ.000047;TL;35000;35000
S.ACM.GKÇ.000047;TL;35000;35000
S.ACM.GKÇ.000073;TL;3937.5;3937.5
S.ACM.GKÇ.000073;TL;3937.5;3937.5
S.ACM.GKÇ.000087;TL;25000;25000
S.ACM.GKÇ.000087;TL;25000;25000
S.ACM.GKÇ.000058;TL;31500;31500
S.ACM.GKÇ.000058;TL;31500;31500
S.ACM.GKÇ.000087;TL;25000;25000
S.ACM.GKÇ.000087;TL;25000;25000
S.ACM.GKÇ.000087;TL;25000;25000
S.ACM.GKÇ.000087;TL;25000;25000
S.ACM.GKÇ.000073;TL;25000;25000
S.ACM.GKÇ.000073;TL;48437.5;48437.5
S.ACM.GAN.000040;TL;750;750
S.ACM.GAN.000064;TL;300;300
S.ACM.GAN.000034;TL;1250;1250
S.ACM.GAN.000020;TL;200;200
S.ACM.GAN.000020;TL;200;200
S.ACM.GAN.000036;TL;1700;1700
S.ACM.GAN.000019;TL;50;50
S.ACM.GAN.000025;TL;1000;1000
S.ACM.GAN.000025;TL;1250;1250
S.ACM.GAN.000057;EUR;16704.07;868510.8927364425
S.ACM.GAN.000057;EUR;246.51;12817.033224145998
S.ACM.GAN.000057;EUR;246.51;12817.033224145998
S.ACM.GAN.000057;EUR;246.51;12817.033224145998
S.ACM.GAN.000017;TL;1181.82;1181.82
S.ACM.GAN.000026;TL;1181.82;1181.82
S.ACM.GAN.000061;TL;1181.82;1181.82
S.ACM.GAN.000043;TL;1181.82;1181.82
S.ACM.GAN.000043;TL;1181.82;1181.82
S.ACM.GAN.000043;TL;1181.82;1181.82
S.ACM.GAN.000031;TL;1181.82;1181.82
S.ACM.GAN.000043;TL;1181.82;1181.82
S.ACM.GAN.000061;TL;1181.82;1181.82
S.ACM.GAN.000053;TL;1181.82;1181.82
S.ACM.GAN.000017;TL;1181.82;1181.82
S.ACM.GAN.000017;TL;1181.82;1181.82
S.ACM.GAN.000063;USD;71441.37;3103852.3699874007
2026-M-1025;EUR;22597.79;1174948.7859408308
2026-M-1025;EUR;149145.38;7754660.219414548
2026-M-1025;EUR;39169.49;2036577.2370405032
S.ACM.GKÇ.000048;TL;1250.04;1250.04
S.ACM.GKÇ.000062;TL;3333.44;3333.44
S.ACM.GNN.000179;TL;456960;456960
S.ACM.YNÇ.000005;TL;20000;20000
S.ACM.GKÇ.000077;TL;4170;4170
S.ACM.YNÇ.000005;TL;540000;540000
S.ACM.GNN.000121;USD;5167.31;224499.71760003478
S.ACM.GKÇ.000081;TL;3966;3966
S.ACM.GKÇ.000081;TL;2682;2682
S.ACM.GKÇ.000081;TL;788;788
S.ACM.GKÇ.000081;TL;350;350
S.ACM.GKÇ.000081;TL;882;882
S.ACM.GKÇ.000081;TL;1660;1660
S.ACM.GKÇ.000081;TL;260;260
S.ACM.GKÇ.000081;TL;3600;3600
S.ACM.GKÇ.000081;TL;7000;7000
S.ACM.GKÇ.000090;TL;350;350
S.ACM.GKÇ.000090;TL;150;150
S.ACM.GKÇ.000090;TL;3000;3000
S.ACM.GKÇ.000090;TL;350;350
S.ACM.GKÇ.000090;TL;2500;2500
S.ACM.GKÇ.000090;TL;600;600
S.ACM.GKÇ.000090;TL;700;700
S.ACM.GKÇ.000090;TL;1350;1350
2026/78;TL;2800;2800
2026/78;TL;7500;7500
2026/78;TL;9500;9500
2026/78;TL;2750;2750
2026/78;TL;5400;5400
2026/78;TL;960;960
2026/78;TL;31250;31250
2026/78;TL;9000;9000
2026/78;TL;5000;5000
2026/78;TL;6250;6250
2026/78;TL;3750;3750
2026/78;TL;28750;28750
2026/78;TL;2500;2500
2026/78;TL;2750;2750
2026/78;TL;4750;4750
2026/78;TL;6150;6150
2026/78;TL;6000;6000
2026/78;TL;225;225
2026/78;TL;6000;6000
2026/78;TL;1760;1760
TESTKURUMSOFT;TL;10;10
S.ACM.GAN.000054;TL;124000;124000
S.ACM.GAN.000054;TL;29250;29250
S.ACM.GNN.000151;TL;17850;17850
S.ACM.GNN.000152;TL;20700;20700
S.ACM.GNN.000153;TL;18900;18900
S.ACM.GNN.000157;TL;3100;3100
S.ACM.GNN.000096;TL;2900;2900
S.ACM.GNN.000096;TL;350;350
S.ACM.GNN.000158;TL;2500;2500
S.ACM.GNN.000156;TL;8200;8200
S.ACM.GNN.000154;TL;39280;39280
S.ACM.GNN.000155;TL;1591;1591
S.ACM.GNN.000094;TL;1600;1600
S.ACM.GNN.000135;TL;1500;1500
S.ACM.GNN.000136;TL;800;800
S.ACM.GNN.000095;TL;1680;1680
S.ACM.GNN.000111;TL;4980;4980
S.ACM.GNN.000170;TL;480;480
S.ACM.GNN.000170;TL;600;600
S.ACM.GNN.000170;TL;6300;6300
S.ACM.GNN.000170;TL;8700;8700
S.ACM.GNN.000170;TL;1000;1000
S.ACM.GNN.000170;TL;840;840
S.ACM.GNN.000170;TL;3200;3200
S.ACM.GNN.000170;TL;1200;1200
S.ACM.GNN.000170;TL;1170;1170
S.ACM.GNN.000170;TL;560;560
S.ACM.GNN.000170;TL;240;240
S.ACM.GNN.000123;TL;7380;7380
S.ACM.GNN.000123;TL;6840;6840
S.ACM.GAN.000022;USD;139876.79;6077107.789894426
S.ACM.GAN.000022;USD;123420.7;5362154.060042577
S.ACM.GNN.000129;USD;50159.67;2179244.4714776035
S.ACM.GNN.000130;USD;9825.09;426862.3191554069
TESTKURUMSOFT2;TL;1;1
QUO-248406-X9L6J;EUR;4970.62;258442.26069775905
QUO-248406-X9L6J;EUR;6677.7;347200.12478552485
QUO-248406-X9L6J;EUR;7711.99;400976.966671866
QUO-248406-X9L6J;EUR;7711.99;400976.966671866
QUO-248406-X9L6J;EUR;7711.99;400976.966671866
QUO-248406-X9L6J;EUR;7711.99;400976.966671866
QUO-249201-X6B3W;EUR;12811.82;666137.3680653044
QUO-250931-X5G8B;EUR;3300.32;171596.73477876568
QUO-250931-X5G8B;EUR;632.73;32898.143815317424
S.ACM.GAN.000023;TL;760;760
S.ACM.GAN.000024;TL;1500;1500
S.ACM.GAN.000024;TL;1125;1125
S.ACM.GAN.000024;TL;510;510
S.ACM.GAN.000024;TL;300;300
S.ACM.GAN.000024;TL;300;300
S.ACM.GAN.000024;TL;1040;1040
S.ACM.GKÇ.000097;TL;1500;1500
S.ACM.GKÇ.000097;TL;1200;1200
S.ACM.GKÇ.000097;TL;175;175
S.ACM.GKÇ.000097;TL;500;500
S.ACM.GKÇ.000079;TL;755;755
S.ACM.GKÇ.000079;TL;870;870
ACEM135;TL;1380;1380
ACEM135;TL;1800;1800
S.ACM.GKÇ.000068;TL;4440;4440
S.ACM.GKÇ.000068;TL;5856;5856
S.ACM.GKÇ.000069;TL;15900;15900
S.ACM.GKÇ.000069;TL;1037.5;1037.5
S.ACM.GKÇ.000069;TL;6250;6250
S.ACM.GKÇ.000083;TL;5570;5570
S.ACM.GKÇ.000083;TL;3050;3050
S.ACM.GKÇ.000083;TL;14500;14500
S.ACM.GKÇ.000075;TL;7400;7400
S.ACM.GKÇ.000080;TL;292;292
S.ACM.GKÇ.000080;TL;292;292
S.ACM.GKÇ.000080;TL;314;314
S.ACM.GKÇ.000080;TL;396;396
ACEM 135;TL;690;690
ACEM 135;TL;600;600
ACEM135;TL;8880;8880
ACEM135;TL;11712;11712
S.ACM.GKÇ.000079;TL;384;384
S.ACM.GKÇ.000079;TL;1563;1563
ACEM135;TL;5925;5925
ACEM 144;TL;6000;6000
ACEM 144;TL;3400;3400
S.ACM.GKÇ.000079;TL;1500;1500
S.ACM.GKÇ.000079;TL;310;310
S.ACM.GKÇ.000079;TL;156;156
S.ACM.GKÇ.000079;TL;130;130
S.ACM.GKÇ.000079;TL;570;570
S.ACM.GKÇ.000079;TL;145;145
S.ACM.GKÇ.000079;TL;1190;1190
S.ACM.GKÇ.000079;TL;246;246
S.ACM.GKÇ.000079;TL;300;300
S.ACM.GKÇ.000079;TL;225;225
S.ACM.GKÇ.000079;TL;584;584
S.ACM.GKÇ.000079;TL;292;292
S.ACM.GKÇ.000079;TL;142;142
S.ACM.GKÇ.000079;TL;360;360
S.ACM.GKÇ.000079;TL;148;148
S.ACM.GKÇ.000079;TL;76;76
S.ACM.GKÇ.000079;TL;1832;1832
S.ACM.GKÇ.000079;TL;193;193
S.ACM.GKÇ.000079;TL;645;645
S.ACM.GKÇ.000080;TL;225;225
S.ACM.GKÇ.000080;TL;302;302
S.ACM.GKÇ.000079;TL;500;500
S.ACM.GKÇ.000079;TL;525;525
S.ACM.GKÇ.000079;TL;548;548
S.ACM.GKÇ.000079;TL;2345;2345
S.ACM.GKÇ.000080;TL;135;135
S.ACM.GKÇ.000080;TL;142;142
S.ACM.GKÇ.000079;TL;265;265
S.ACM.GKÇ.000079;TL;1045;1045
S.ACM.GKÇ.000080;TL;145;145
S.ACM.GKÇ.000080;TL;384;384
S.ACM.GKÇ.000080;TL;985;985
S.ACM.GKÇ.000080;TL;672;672
S.ACM.GKÇ.000080;TL;370;370
S.ACM.GKÇ.000080;TL;570;570
S.ACM.GKÇ.000080;TL;755;755
S.ACM.GKÇ.000080;TL;870;870
S.ACM.GKÇ.000080;TL;220;220
S.ACM.GKÇ.000080;TL;271;271
S.ACM.GKÇ.000080;TL;142;142
S.ACM.GKÇ.000080;TL;148;148
S.ACM.GKÇ.000080;TL;155;155
S.ACM.GKÇ.000080;TL;155;155
S.ACM.GKÇ.000080;TL;265;265
S.ACM.GKÇ.000080;TL;1045;1045
S.ACM.GKÇ.000080;TL;158;158
S.ACM.GKÇ.000080;TL;161;161
S.ACM.GKÇ.000080;TL;181;181
S.ACM.GKÇ.000080;TL;193;193
S.ACM.GKÇ.000049;TL;159;159
S.ACM.GKÇ.000050;TL;457;457
S.ACM.GKÇ.000063;TL;7400;7400
S.ACM.GKÇ.000063;TL;7400;7400
S.ACM.GKÇ.000063;TL;3750;3750
S.ACM.GKÇ.000063;TL;3750;3750
S.ACM.GKÇ.000055;TL;570;570
S.ACM.GKÇ.000055;TL;100;100
S.ACM.GKÇ.000050;TL;600;600
S.ACM.GKÇ.000050;TL;1290;1290
S.ACM.GKÇ.000050;TL;630;630
S.ACM.GKÇ.000050;TL;1080;1080
S.ACM.GKÇ.000050;TL;3050;3050
S.ACM.GKÇ.000050;TL;2227.5;2227.5
S.ACM.GKÇ.000050;TL;2412.5;2412.5
S.ACM.GKÇ.000049;TL;703.75;703.75
S.ACM.GKÇ.000049;TL;3000;3000
S.ACM.GKÇ.000049;TL;225;225
S.ACM.GKÇ.000049;TL;200;200
S.ACM.GKÇ.000049;TL;450;450
S.ACM.GKÇ.000049;TL;405;405
S.ACM.GKÇ.000049;TL;500;500
S.ACM.GKÇ.000049;TL;1175;1175
S.ACM.GKÇ.000049;TL;540;540
S.ACM.GKÇ.000049;TL;375;375
S.ACM.GKÇ.000049;TL;3880;3880
S.ACM.GKÇ.000049;TL;3375;3375
S.ACM.GKÇ.000049;TL;125;125
S.ACM.GKÇ.000049;TL;175;175
S.ACM.GKÇ.000050;TL;1260;1260
S.ACM.GKÇ.000050;TL;2900;2900
S.ACM.GKÇ.000049;TL;275;275
S.ACM.GKÇ.000049;TL;140;140
S.ACM.GKÇ.000049;TL;380;380
S.ACM.GKÇ.000049;TL;250;250
S.ACM.GKÇ.000079;TL;1211;1211
S.ACM.GKÇ.000080;TL;478;478
S.ACM.GKÇ.000083;TL;620;620
ACEM 135;TL;65;65
ACEM135;TL;2897;2897
ACEM 144;TL;350;350
S176;TL;1175000;1175000
S176;TL;1175000;1175000
S177;TL;3807000;3807000
S177;TL;3807000;3807000
S178;TL;2938000;2938000
AR-3728;;4292.22;4292.22
AR-3728;;304747.34;304747.34
S.ACM.GNN.000159;USD;129618.3;5631415.909979581
S.ACM.GNN.000159;USD;129618.3;5631415.909979581
S.ACM.GNN.000159;USD;64809.15;2815707.9549897905
TI12026000000655;TL;30000;30000
S.ACM.İZM.000026;USD;15521.29;674340.2702350437
S.ACM.İZM.000026;USD;20695.06;899120.6499543816
S.ACM.İZM.000026;USD;12072.12;524487.1182169701
S.ACM.İZM.000026;USD;3449.18;149853.58647955858
S.ACM.İZM.000026;USD;8191.79;355901.7248120954
S.ACM.GAN.000021;EUR;3400.44;176802.3709249727
S.ACM.GAN.000062;EUR;2155.68;112082.3584464202
S.ACM.GAN.000073;EUR;2336.04;121459.99064108563
S.ACM.GAN.000038;TL;61425;61425
S.ACM.GAN.000038;TL;137760;137760
S.ACM.GAN.000037;TL;612;612
S.ACM.GAN.000037;TL;658.5;658.5
S.ACM.GAN.000037;TL;705.75;705.75
S.ACM.GAN.000037;TL;1035;1035
S.ACM.GAN.000037;TL;1788;1788
S.ACM.GAN.000050;TL;73333.35;73333.35
S.ACM.GAN.000051;USD;1659915.95;72116954.85945171
S.ACM.İZM.000028;TL;400;400
S.ACM.GNN.000162;TL;736;736
S.ACM.GNN.000172;TL;470;470
S.ACM.GNN.000172;TL;525.6;525.6
S.ACM.GNN.000172;TL;696;696
S.ACM.GNN.000172;TL;815;815
S.ACM.GNN.000172;TL;2065;2065
S.ACM.GNN.000172;TL;2740;2740
S.ACM.GNN.000172;TL;3150;3150
S.ACM.GNN.000172;TL;4810;4810
S.ACM.GNN.000172;TL;5430;5430
S.ACM.GNN.000174;TL;3900;3900
S.ACM.GNN.000172;TL;1100;1100
S.ACM.GNN.000172;TL;1345;1345
S.ACM.GNN.000172;TL;1772.5;1772.5
S.ACM.GNN.000173;TL;120;120
S.ACM.GNN.000173;TL;120;120
S.ACM.GNN.000173;TL;120;120
S.ACM.GNN.000169;TL;8200;8200
S.ACM.GNN.000173;TL;120;120
S.ACM.GNN.000167;TL;1080;1080
S.ACM.GNN.000175;TL;475;475
S.ACM.GNN.000175;TL;530;530
S.ACM.GNN.000173;TL;120;120
S.ACM.GNN.000171;TL;180.4;180.4
S.ZYT.MRK.000040;TL;1600;1600
S.ZYT.MRK.000042;TL;4000;4000
S.ZYT.MRK.000043;TL;15000;15000
S.ZYT.MRK.000044;TL;1345;1345
S.ZYT.MRK.000044;TL;128000;128000
S.ZYT.MRK.000044;TL;6200;6200
S.ZYT.MRK.000044;TL;960;960
S.ZYT.MRK.000044;TL;2100;2100
S.ZYT.MRK.000044;TL;2750;2750
S.ZYT.MRK.000044;TL;1425;1425
S.ZYT.MRK.000045;TL;870;870
S.ZYT.MRK.000045;TL;60;60
S.ZYT.MRK.000046;TL;3000;3000
S.ZYT.MRK.000046;TL;2041.67;2041.67
S.ZYT.MRK.000047;TL;21000;21000
S.ZYT.MRK.000048;TL;17586.8;17586.8
S.ZYT.MRK.000048;TL;8084.2;8084.2
S.ZYT.MRK.000048;TL;1992.8;1992.8
S.ZYT.MRK.000048;TL;2062.5;2062.5
S.ZYT.MRK.000048;TL;471.64;471.64
S.ZYT.MRK.000049;TL;150382.05;150382.05
S.ZYT.MRK.000050;EUR;38676.099;2010923.8808298237
S.ZYT.MRK.000051;TL;520;520
S.ZYT.MRK.000051;TL;76.7;76.7
S.ZYT.MRK.000052;TL;1400;1400
S.ZYT.MRK.000054;TL;940;940
S.ZYT.MRK.000054;TL;350;350
S.ZYT.MRK.000054;TL;480;480
S.ZYT.MRK.000055;TL;1438.2;1438.2
S.ZYT.MRK.000056;TL;1500;1500
S.ZYT.MRK.000056;TL;3750;3750
S.ZYT.MRK.000056;TL;500;500
S.ZYT.MRK.000057;TL;1302;1302
S.ZYT.MRK.000057;TL;930;930
S.ZYT.MRK.000057;TL;930;930
S.ZYT.MRK.000057;TL;650;650
S.ZYT.MRK.000057;TL;1300;1300
S.ZYT.MRK.000057;TL;4475;4475
S.ZYT.MRK.000057;TL;110;110
S.ZYT.MRK.000057;TL;800;800
S.ZYT.MRK.000058;TL;880;880
S.ZYT.MRK.000058;TL;880;880
S.ZYT.MRK.000058;TL;880;880
S.ZYT.MRK.000058;TL;880;880
S.ZYT.MRK.000058;TL;1500;1500
S.ZYT.MRK.000058;TL;1500;1500
S.ZYT.MRK.000058;TL;500;500
S.ZYT.MRK.000058;TL;350;350
S.ZYT.MRK.000058;TL;700;700
S.ZYT.MRK.000058;TL;1050;1050
S.ZYT.MRK.000059;TL;13500;13500
S.ZYT.MRK.000060;TL;12000;12000
S.ZYT.MRK.000061;TL;1500;1500
S.ZYT.MRK.000062;EUR;1263425.78;65690520.45962668
S.ZYT.MRK.000063;TL;237600;237600
S.ZYT.MRK.000063;TL;165600;165600
S.ZYT.MRK.000064;TL;3744;3744
S.ZYT.MRK.000064;TL;375;375
S.ZYT.MRK.000064;TL;950;950
S.ZYT.MRK.000064;TL;1050;1050
S.ZYT.MRK.000064;TL;2350;2350
S.ZYT.MRK.000064;TL;2604.8;2604.8
S.ZYT.MRK.000064;TL;1340;1340
S.ZYT.MRK.000064;TL;2604.8;2604.8
S.ZYT.MRK.000064;TL;2240;2240
S.ZYT.MRK.000064;TL;1280;1280
S.ZYT.MRK.000065;EUR;72288.86;3758584.724171996
S.ZYT.MRK.000066;TL;44142;44142
S.ZYT.MRK.000067;USD;29884.65;1298372.941738715
S.ZYT.MRK.000068;TL;720;720
S.ZYT.MRK.000069;TL;210;210
S.ZYT.MRK.000070;TL;15952.44;15952.44
S.ZYT.MRK.000070;TL;1500.000004;1500.000004
S.ZYT.MRK.000070;TL;11499.999994;11499.999994
S.ZYT.MRK.000070;TL;1604.95;1604.95
S.ZYT.MRK.000070;TL;376.16;376.16
S.ZYT.MRK.000071;TL;16952.25;16952.25
S.ZYT.MRK.000071;TL;8967.86;8967.86
S.ZYT.MRK.000071;TL;3794.09;3794.09
S.ZYT.MRK.000072;TL;18900;18900
S.ZYT.MRK.000073;TL;9800;9800
S.ZYT.MRK.000073;TL;2400;2400
S.ZYT.MRK.000073;TL;177;177
S.ZYT.MRK.000073;TL;2137.18;2137.18
S.ZYT.MRK.000073;TL;2438.8;2438.8
S.ZYT.MRK.000073;TL;800;800
S.ZYT.MRK.000073;TL;7109.57;7109.57
S.ZYT.MRK.000073;TL;15080.91;15080.91
S.ZYT.MRK.000074;TL;49800;49800
S.ZYT.MRK.000075;TL;361760;361760
S.ZYT.MRK.000076;TL;2416.67;2416.67
S.ZYT.MRK.000076;TL;3083.33;3083.33
S.ZYT.MRK.000076;TL;8666.67;8666.67
S.ZYT.MRK.000076;TL;1583.33;1583.33
S.ZYT.MRK.000076;TL;18750;18750
S.ZYT.MRK.000076;TL;2333.33;2333.33
S.ZYT.MRK.000076;TL;1250;1250
S.ZYT.MRK.000076;TL;833.33;833.33
S.ZYT.MRK.000076;TL;833.34;833.34
S.ZYT.MRK.000076;TL;750;750
S.ZYT.MRK.000077;TL;555.12;555.12
S.ZYT.MRK.000078;TL;8400;8400
S.ZYT.MRK.000079;TL;9900;9900
S.ZYT.MRK.000079;TL;37500;37500
S.ZYT.MRK.000080;TL;13802.4;13802.4
S.ZYT.MRK.000080;TL;13507.8;13507.8
S.ZYT.MRK.000080;TL;18545.4;18545.4
S.ZYT.MRK.000080;TL;18018;18018
S.ZYT.MRK.000080;TL;698;698
S.ZYT.MRK.000080;TL;1160.6;1160.6
S.ZYT.MRK.000080;TL;576;576
S.ZYT.MRK.000081;EUR;33395.34;1736356.2626735296
S.ZYT.MRK.000081;EUR;27323.46;1420655.1240056152
S.ZYT.MRK.000081;EUR;46040.03;2393803.878750065
S.ZYT.MRK.000081;EUR;36886.67;1917884.3654136118
S.ZYT.MRK.000082;TL;5600;5600
S.ZYT.MRK.000083;TL;8220;8220
S.ZYT.MRK.000084;TL;535;535
S.ZYT.MRK.000085;TL;915;915
S.ZYT.MRK.000086;TL;247.5;247.5
S.ZYT.MRK.000087;EUR;2269.29;117989.39323038526
S.ZYT.MRK.000087;EUR;6376.85;331557.73930224095
S.ZYT.MRK.000087;EUR;1686.12;87668.07050382155
S.ZYT.MRK.000088;USD;34562.88;1501624.01703089
S.ZYT.MRK.000089;TL;1600;1600
S.ZYT.MRK.000090;TL;8125.01;8125.01
S.ZYT.MRK.000091;TL;105000;105000
S.ZYT.MRK.000092;TL;1000;1000
S.ZYT.MRK.000093;TL;1800;1800
S.ZYT.MRK.000093;TL;1800;1800
S.ZYT.MRK.000093;TL;478.5;478.5
S.ZYT.MRK.000093;TL;780;780
S.ZYT.MRK.000094;TL;638;638
S.ZYT.MRK.000094;TL;2400;2400
S.ZYT.MRK.000094;TL;600;600
S.ZYT.MRK.000095;TL;4950;4950
S.ZYT.MRK.000096;TL;13850;13850
S.ZYT.MRK.000097;TL;2000;2000
S.ZYT.MRK.000098;TL;6520;6520
S.ZYT.MRK.000099;TL;1000;1000
S.KZL.AKH.000001;TL;4000;4000